0.06992223	-0.037189282	0.01106981	0.014365358	0.021427684	-0.027000498	-0.03483699	-0.0060694213	-0.01741335	-0.048999332	0.08870798	-0.085143685	-0.08544876	-0.006048885	-0.003569431	-0.0010835507
0.17722405	0.055349745	0.014024365	0.12426365	-0.08978758	0.030116338	-0.06062715	0.05782381	0.05169567	-0.09735206	0.09055141	-0.032802682	-0.17474346	-0.010218463	0.049417622	-0.076231144
0.16891314	0.09498571	0.038388845	0.1723358	-0.039103754	0.034404613	-0.10534191	0.08655548	0.07775929	-0.11565997	0.17395805	-0.13608846	-0.25557965	-0.026054451	0.043620672	-0.06440434
-0.3012025	-0.28215462	0.0443439	-0.2874188	0.20059712	-0.19678545	0.30569175	-0.30937463	-0.3302448	0.28040922	-0.33294854	-0.18480438	-0.071604505	0.17514391	-0.23115213	0.2553861
0.02933036	-0.06340984	0.08318438	-0.04331481	0.01980559	0.008326898	0.041929077	0.016822884	0.0049349624	-0.0018670331	-0.03041975	-0.17821053	-0.2291169	0.056611434	0.011119482	0.008316416
0.07938563	0.030133633	0.060209483	0.09597314	-0.006827321	0.014085007	-0.029344995	0.03582735	0.081458606	-0.035579924	0.04476168	0.038160875	-0.08983672	-0.049578644	0.03529898	-0.07407455
-0.21802364	-0.20275345	0.07734061	-0.30114523	0.2290657	-0.1323403	0.29195708	-0.22887458	-0.26459202	0.2285818	-0.25922394	-0.20274332	-0.077969536	0.20617858	-0.19092515	0.23888542
0.077567905	0.059564844	0.06889758	0.07205355	-0.025943868	0.014406628	0.005841099	0.028618025	0.018976348	-0.03043085	0.036438763	0.0033768541	-0.1558279	-0.022849506	0.07335456	-0.012612952
-0.28953007	-0.23329204	0.038108397	-0.29309696	0.1818265	-0.25486818	0.21850482	-0.23538077	-0.26763475	0.19951434	-0.2289662	-0.15250507	-0.094848976	0.1441245	-0.25591257	0.1871992
-0.00091832294	-0.034600083	-0.011335249	-0.035258878	-0.032333862	-0.055058207	-0.056929328	0.0077023804	-0.03677873	0.0234167	-0.030782131	-0.024120271	0.012926498	-0.0023867688	0.033746466	0.05445919
-0.298474	-0.33716306	-0.004946051	-0.30155212	0.18787298	-0.20939693	0.3127386	-0.2506775	-0.27947146	0.28298572	-0.28882378	-0.26470503	-0.10269051	0.24119249	-0.24505495	0.25015056
0.054229956	0.060003582	-0.073763624	0.06996141	-0.043290436	0.010645725	-0.0667776	0.04733042	-0.020911861	0.029327048	0.013740939	-0.060473412	-0.0072247083	0.039290916	0.03636715	0.028626956
-0.1988972	-0.13010798	0.06528216	-0.17921422	0.11437445	-0.09952393	0.1917594	-0.16877365	-0.14865214	0.0807316	-0.17824717	-0.045951873	-0.013100265	0.102942824	-0.096687	0.084713794
0.3311985	0.21119626	0.16768087	0.26527372	-0.18110454	0.22499207	-0.2249538	0.19445746	0.23628607	-0.22135502	0.24639924	-0.0036808548	-0.25583196	-0.2009586	0.17207907	-0.16116147
0.10045835	0.05485714	0.02085619	0.073630005	-0.028782832	0.027999373	-0.012887214	0.029050834	0.054782115	-0.07486027	0.086596034	0.035302766	-0.0070104497	-0.03798288	0.010062809	0.0024627615
-0.0020726342	-0.0063775284	0.033454206	0.01954556	0.038167577	-0.0176005	-0.031133056	0.037761755	-0.005312373	-0.032197624	0.012175936	-0.054277517	-0.08093718	0.045696855	-0.039251562	-0.02354633
0.06208882	0.045105804	0.10208147	0.038363457	0.016735261	0.04543574	0.028590806	0.051143624	0.045371074	-0.015908644	0.032461837	-0.040628422	-0.06788424	0.011430537	0.017467558	-0.061921276
-0.030078812	-0.008660423	0.11370495	-0.087780446	0.043738917	-0.022885365	0.069604516	-0.0017340045	-0.04137901	0.083215356	-0.029365955	-0.0020165686	-0.10053971	0.05390705	-0.08455414	0.01433753
